year,sample_event_date,sample_event_date_edb,Location,Nili_id,wing_tag,movebank_id,edb_id,movebank_study,Sample_lab,Sample_field,new/recapture,DNA_extraction_date,PCR_date,pos_neg,PCR_remarks,RringUp,LringUp,Transmitter_ID,deploy_on_date,deploy_off_date,Weight ,TIMI,hatching_year,birth_year,origin,sex,Notes 
2022,03 October 2022,2022-10-03,SB,pinter,J34 White,J34w,J34w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA19,23,recap,13 July 2023,17 July 2023,pos,,H29 White,PP-0729,202377,"Thursday, September 24, 2020",,7.3,4149591,2020,2020,Wild,f,
2022,03 October 2022,2022-10-03,SB,yoyo,Y27,Y27b,Y27b,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA20,24,recap,13 July 2023,17 July 2023,pos,strong,H42 White,PP-0863,202400,"Friday, September 4, 2020",,7.5,4149592,2019,2019,Wild,NA,
2022,03 October 2022,2022-10-03,SB,chegovar,J29 White,J29 White,J29w,Gyps fulvus INPA Hatzofe,NA21,25,recap,13 July 2023,17 July 2023,neg,,PP-0826,H90 Blue,200372,"Sunday, March 22, 2020",,7.4,4149594,2018,2018,Catalonia,f,
2022,03 October 2022,2022-10-03,SB,yomtov,E55 White,Y26b,Y26b,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA22,26,recap,13 July 2023,17 July 2023,neg,,PP-0861,H33 White,213592,"Wednesday, September 29, 2021",,7.4,4149596,2019,2019,Wild,f,
2022,03 October 2022,2022-10-03,SB,la paz,E56 White,J79 White,J79w,Gyps fulvus INPA Hatzofe,NA23,27,recap,13 July 2023,17 July 2023,neg,suspected,PP-0828,C08 Yellow,192967,"Monday, January 13, 2020",,8.9,4149597,2018,2018,Catalonia,m,
2022,03 October 2022,2022-10-03,SB,elgafar,E47 White,E47w,E47w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA24,28,recap,13 July 2023,17 July 2023,pos,,C27 Yellow,PP-0818,225175,"Monday, October 3, 2022",,6,4149598,2021,2021,Wild,f,
2022,03 October 2022,2022-10-03,SB,gamad,J00 White,J00w,J00w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA25,29,recap,13 July 2023,17 July 2023,neg,suspected,PP-0858,H48 Blue,213587,"Wednesday, September 29, 2021",,7.1,4149599,2019,2019,Wild,m,
2022,03 October 2022,2022-10-03,SB,doolin,T77 White,T77w,T77w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA26,30,recap,13 July 2023,17 July 2023,neg,,PP-0859,H50 White,202404,"Wednesday, September 29, 2021","Thursday, October 13, 2022",7.2,4149600,2019,2019,Wild,m,
2022,03 October 2022,2022-10-03,SB,nevada,E58 White,T25b,T25b,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA27,31,recap,13 July 2023,17 July 2023,neg,,0179,X05 Blue,202383,"Friday, September 4, 2020",,7.6,4149602,2009,2009,Wild,f,
2022,03 October 2022,2022-10-03,SB,cale,J31 White,J31w,J31w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA28,32,recap,13 July 2023,17 July 2023,pos,,PP-0688,H11 White,202391,"Friday, September 4, 2020",,6.9,4149601,2018,2018,Wild,m,J29
2022,03 October 2022,2022-10-03,SB,capara,E57 White,A73w,A73w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA29,33,recap,13 July 2023,20 July 2023,neg,,9E4 Yellow,PP-0630,225178,"Monday, October 3, 2022",,7.6,4149603,2016,2016,Wild,f,
2022,03 October 2022,2022-10-03,SB,edward,E10 White,E10w,E10w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA30,34,recap,13 July 2023,20 July 2023,pos,suspected,C01 Yellow,PP-0761,213551,"Wednesday, September 29, 2021","Saturday, October 15, 2022",6.4,4149604,2021,2021,Wild,m,fluids
2022,03 October 2022,2022-10-03,SB,nico,T91 Black,T91b,T91b,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA31,35,recap,13 July 2023,20 July 2023,pos,suspected,PP-0317,H10 White,213581,"Monday, September 13, 2021",,7,4149606,2004,2004,Wild,m,
2022,03 October 2022,2022-10-03,SB,kyllini,E01 White,E01w,E01w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA32,36,recap,13 July 2023,20 July 2023,pos,,C69 Yellow,PP-0817,213586,"Thursday, October 7, 2021",,7.3,4149607,2021,2021,Wild,m,
2022,03 October 2022,2022-10-03,SB,henson,J16 White,J16w,J16w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA33,37,recap,17 July 2023,20 July 2023,neg,,PP-0730,H30 White,202380,"Monday, September 14, 2020",,7.3,4149609,2020,2020,Wild,m,
2022,03 October 2022,2022-10-03,SB,ishay,E06 White,E06w,E06w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA34,38,recap,17 July 2023,20 July 2023,pos,strong,H13 White,PP-0694,225185,"Monday, October 3, 2022",,6.7,4149610,2018,2018,Wild,m,
2022,03 October 2022,2022-10-03,SB,boker,E59 White,T53b,T53b,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA35,39,recap,17 July 2023,20 July 2023,neg,,5H2 Black,PP-0649,213575,"Wednesday, September 29, 2021",,7.1,4149611,2016,2016,Wild,m,
2022,03 October 2022,2022-10-03,SB,alex,T86 Black,T86b,T86b,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA36,40,recap,17 July 2023,20 July 2023,neg,,H16 White,PP-0691,202390,"Tuesday, November 9, 2021","Wednesday, October 12, 2022",7.6,4149612,2017,2017,Wild,f,
2022,03 October 2022,2022-10-03,SB,spiegel,T14 White,T14w,T14w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA37,41,recap,17 July 2023,20 July 2023,pos,,2V0 Yellow,PP-0684,225184,"Monday, October 3, 2022",,7.4,4149614,2015,2015,Wild,m,
2022,03 October 2022,2022-10-03,SB,tess,E33 White,E33w,E33w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA38,42,recap,17 July 2023,20 July 2023,neg,,9E8 Yellow,PP-0632,213553,"Sunday, November 21, 2021","Friday, October 14, 2022",7.4,4149615,2015,2015,Wild,f,
2022,03 October 2022,2022-10-03,SB,Jill,J11 White,J11w,J11w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA39,43,recap,17 July 2023,20 July 2023,pos,,H81 Blue,PP-0836,202370,"Friday, September 4, 2020",,7,4149616,2018,2018,Wild,m,
2022,03 October 2022,2022-10-03,SB,juno,J52 White,J52 White,J52w,Gyps fulvus INPA Hatzofe,NA40,44,recap,17 July 2023,20 July 2023,pos,,H37 Blue,PP-0897,200667,"Sunday, November 29, 2020",,7.5,4149617,2019,2019,Captive born,m,
2022,03 October 2022,2022-10-03,SB,augrabie,A56 White,A56w,A56w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA41,45,recap,17 July 2023,20 July 2023,neg,,PP-0130,E51 Yellow,225181,"Monday, October 3, 2022",,8,4149619,2011,2011,Wild,m,
2022,03 October 2022,2022-10-03,SB,halifax,J50 White,J50 White,J50w,Gyps fulvus INPA Hatzofe,NA42,47,recap,17 July 2023,20 July 2023,pos,,PP-0895,H46 Blue,190124,"Thursday, November 12, 2020",,7.5,4149621,2019,2019,Captive born,m,
2022,03 October 2022,2022-10-03,SB,assegais,A53 White,A53w,A53w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA43,48,recap,17 July 2023,20 July 2023,neg,,PP-0733,H21 Blue,225171,"Monday, October 3, 2022",,8.5,4149622,2020,2020,Wild,NA,
2022,03 October 2022,2022-10-03,SB,kazania,E05 White,E05w,E05w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA44,49,recap,17 July 2023,20 July 2023,pos,,C85 Yellow,PP-0819,213552,"Monday, September 13, 2021",,7.7,4149623,2021,2021,Wild,f,
2022,03 October 2022,2022-10-03,SB,shiva,T19 Black,T19b,T19b,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA45,51,recap,17 July 2023,20 July 2023,pos,,H31 White,PP-0855,213574,"Wednesday, September 29, 2021",,6.5,4149625,2018,2018,Wild,m,
2022,03 October 2022,2022-10-03,SB,whosit,A50 White,A50w,A50w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA46,52,recap,17 July 2023,20 July 2023,neg,,PP-0479,X35 Yellow,225182,"Monday, October 3, 2022",,7.6,4149626,2013,2013,Wild,m,
2022,03 October 2022,2022-10-03,SB,hatfield,J39 White,J39w,J39w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA47,54,recap,17 July 2023,20 July 2023,pos,,PP-0734,H43 White,202408,"Tuesday, September 8, 2020","Thursday, November 3, 2022",7.5,4149629,2020,2020,Wild,m,
2022,03 October 2022,2022-10-03,SB,kedros,A57 White,A57w,A57w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA48,55,recap,17 July 2023,20 July 2023,pos,strong,PP-0123,E28 Yellow,225180,"Monday, October 3, 2022",,6.9,4149630,2009,2009,Wild,f,
2022,03 October 2022,2022-10-03,SB,gili,E60 White,T51 B (E08>H86>K51>S19),T51b,Gyps fulvus INPA Hatzofe,NA49,56,recap,17 July 2023,20 July 2023,pos,,X70 Blue,PP-0129,180177+153.035,"Friday, October 12, 2018",,6.5,4149631,2009,2009,Wild,m,
2022,03 October 2022,2022-10-03,SB,logan,E15 White,E15w,E15w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA50,57,recap,17 July 2023,20 July 2023,neg,,X78 White,PP-0059,213588,"Wednesday, September 29, 2021",,7.4,4149633,2003,2003,Wild,m,
2022,03 November 2022,2022-11-03,SB,jojo,E45,E45w,E45w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA51,3,recap,17 July 2023,20 July 2023,pos,,H34 Blue,pp0674,213550,"Friday, October 22, 2021",,7,4188145,2019,2019,Wild,f,
2022,03 November 2022,2022-11-03,SB,estavan,E17,E17w,E17w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA52,4,recap,17 July 2023,20 July 2023,pos,,3H7 Black,PP0334,213582,"Thursday, October 7, 2021",,9.5,4188144,2015,2015,Catalonia,m,
2022,03 November 2022,2022-11-03,SB,gobi,J37,K39,K39,Gyps fulvus INPA Hatzofe,NA53,5,recap,17 July 2023,20 July 2023,pos,strong,PP0051,X42 Blue,17488,"Sunday, September 17, 2017",,8.5,4188143,2006,2006,Wild,f,
2022,03 November 2022,2022-11-03,SB,hendrix,J17,J17w,J17w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA54,6,recap,17 July 2023,20 July 2023,pos,strong,pp0728,H05 White,202409,"Friday, September 4, 2020",,7.5,4188142,2020,2020,Wild,m,
2022,03 November 2022,2022-11-03,SB,merak,E38,E38w,E38w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA55,7,recap,17 July 2023,20 July 2023,pos,strong,C23 Yellow,pp0988,213593,"Sunday, September 18, 2022",,7,4188141,2022,2022,Wild,m,
2022,03 November 2022,2022-11-03,SB,erasmus,E13,E13w,E13w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA56,8,recap,17 July 2023,20 July 2023,pos,strong,pp0802,C43 yellow,202378,"Wednesday, September 29, 2021",,7.5,4188139,2021,2021,Wild,m,
2022,03 November 2022,2022-11-03,SB,jog,J06,J06w,J06w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA57,9,recap,17 July 2023,20 July 2023,neg,,H56 Blue,pp0898,202376,"Thursday, September 24, 2020",,8,4188140,2017,2017,Wild,f,
2022,03 November 2022,2022-11-03,SB,E46,E46,E46w,E46w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA58,10,recap,17 July 2023,20 July 2023,pos,suspected,pp0813,C06 yellow,213589,"Tuesday, November 9, 2021",,8.5,4188138,2021,2021,Wild,m,
2022,03 November 2022,2022-11-03,SB,hadav,T18 w,T18w,T18w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA59,11,recap,17 July 2023,20 July 2023,neg,,pp0143,H66 blue,225173,"Friday, November 4, 2022",,8.5,4188137,2011,2011,Wild,f,
2022,03 November 2022,2022-11-03,SB,nitika,E75,T50b,T50b,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA60,13,recap,17 July 2023,20 July 2023,pos,,X01 yellow,pp0458,202375,"Tuesday, September 8, 2020",,9,4188135,2013,2013,Wild,m,
2022,03 November 2022,2022-11-03,SB,iditarod,A25,A25w,A25w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA61,14,recap,17 July 2023,20 July 2023,pos,suspected,pp0697,H26 blue,225174,"Thursday, November 3, 2022",,9.5,4188134,2019,2019,Wild,f,
2022,03 November 2022,2022-11-03,SB,jeff,E76,E76w,E76w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA62,16,recap,17 July 2023,20 July 2023,pos,,pp0414,H45 blue,213558,"Thursday, November 3, 2022",,8,4188132,2010,2010,Wild,f,
2022,03 November 2022,2022-11-03,SB,ashalim,E78,E78w,E78w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,NA63,18,recap,17 July 2023,20 July 2023,pos,,pp0496,A12 white,225179,"Thursday, November 3, 2022","Wednesday, December 21, 2022",8,4188131,2004,2004,Wild,f,
